transaction_id,customer_id,transaction_date,transaction_time,merchant,transaction_amount,location,payment_method,account_age_days,fraud_flag
T007796,C0039,2026-01-16,16:45,Target,403.66,Miami FL,Debit Card,670,0
T007797,C0088,2026-01-30,22:54,Walmart,32.11,Marietta GA,Credit Card,1946,0
T007798,C0002,2026-02-01,20:47,Amazon,106.87,Jonesboro GA,Debit Card,480,0
T007799,C0014,2026-01-04,14:35,Starbucks,399.02,Charlotte NC,Debit Card,1871,0
T007800,C0066,2026-03-14,20:14,Home Depot,352.38,Atlanta GA,Debit Card,312,0
T007801,C0089,2026-03-03,22:02,Starbucks,438.01,Charlotte NC,Credit Card,1303,0
T007802,C0076,2026-03-31,23:25,Starbucks,441.86,Miami FL,Credit Card,461,0
T007803,C0074,2026-01-04,14:27,Target,212.68,Charlotte NC,Credit Card,1730,0
T007804,C0059,2026-01-29,23:04,Home Depot,454.36,Savannah GA,Credit Card,1774,0
T007805,C0050,2026-03-03,07:29,CVS,274.94,Atlanta GA,Debit Card,1359,0
T007806,C0049,2026-02-02,14:52,CVS,424.13,Miami FL,Debit Card,591,0
T007807,C0076,2026-01-14,16:16,Target,45.52,Atlanta GA,Debit Card,1399,0
T007808,C0022,2026-02-28,13:00,PetSmart,170.45,Marietta GA,Debit Card,1538,0
T007809,C0014,2026-01-18,16:32,Home Depot,265.09,Charlotte NC,Credit Card,647,0
T007810,C0023,2026-03-02,11:31,Amazon,84.87,Atlanta GA,Credit Card,1445,0
T007811,C0048,2026-01-22,21:49,Starbucks,422.08,Atlanta GA,Debit Card,1995,0
T007812,C0094,2026-03-31,14:14,Starbucks,433.31,Marietta GA,Credit Card,618,0
T007813,C0009,2026-02-23,20:28,Best Buy,273.36,Savannah GA,Credit Card,1580,0
T007814,C0047,2026-03-01,09:41,CVS,235.24,Savannah GA,Credit Card,1201,0
T007815,C0066,2026-03-31,15:25,Shell,179.51,Savannah GA,Credit Card,1911,0
T007816,C0094,2026-01-08,18:50,Publix,146.79,Charlotte NC,Debit Card,1132,0
T007817,C0030,2026-03-18,22:31,Shell,391.74,Charlotte NC,Debit Card,222,0
T007818,C0055,2026-03-14,08:48,Shell,309.05,Savannah GA,Credit Card,1048,0
T007819,C0062,2026-03-18,06:58,Amazon,166.19,Savannah GA,Credit Card,1913,0
T007820,C0070,2026-03-03,21:34,Target,16.55,Atlanta GA,Credit Card,514,0
T007821,C0015,2026-03-23,14:04,Home Depot,105.66,Marietta GA,Debit Card,1231,0
T007822,C0070,2026-01-24,11:20,PetSmart,107.85,Charlotte NC,Credit Card,145,0
T007823,C0094,2026-03-28,10:10,Home Depot,119.29,Atlanta GA,Credit Card,1002,0
T007824,C0034,2026-02-14,15:49,Shell,331.61,Jonesboro GA,Debit Card,609,0
T007825,C0062,2026-01-23,15:18,Starbucks,355.96,Savannah GA,Debit Card,1662,0
T007826,C0057,2026-02-22,18:35,PetSmart,159.35,Atlanta GA,Debit Card,823,0
T007827,C0058,2026-01-01,18:07,CVS,67.21,Miami FL,Debit Card,477,0
T007828,C0061,2026-02-18,08:52,Best Buy,99.58,Miami FL,Credit Card,1178,0
T007829,C0017,2026-03-11,21:33,Publix,456.43,Charlotte NC,Credit Card,1790,0
T007830,C0099,2026-01-23,22:04,PetSmart,302.05,Miami FL,Credit Card,390,0
T007831,C0011,2026-03-13,09:23,Starbucks,161.45,Savannah GA,Credit Card,919,0
T007832,C0062,2026-02-19,11:10,Target,480.23,Atlanta GA,Credit Card,1482,0
T007833,C0042,2026-02-23,10:51,Target,100.04,Miami FL,Credit Card,1612,0
T007834,C0065,2026-01-24,23:11,Shell,246.2,Jonesboro GA,Credit Card,1839,0
T007835,C0065,2026-02-15,10:03,Shell,434.15,Atlanta GA,Credit Card,118,0
T007836,C0034,2026-01-09,23:10,Amazon,283.44,Marietta GA,Credit Card,1054,0
T007837,C0098,2026-03-21,18:42,Target,243.33,Marietta GA,Debit Card,887,0
T007838,C0056,2026-01-13,21:10,PetSmart,17.87,Miami FL,Credit Card,1252,0
T007839,C0096,2026-03-02,17:05,Shell,438.4,Atlanta GA,Credit Card,466,0
T007840,C0063,2026-02-08,09:45,Best Buy,267.57,Charlotte NC,Debit Card,1249,0
T007841,C0095,2026-02-11,08:39,Best Buy,280.52,Savannah GA,Credit Card,344,0
T007842,C0001,2026-02-24,17:15,Home Depot,495.99,Charlotte NC,Debit Card,1646,0
T007843,C0066,2026-02-21,23:18,Publix,24.41,Atlanta GA,Debit Card,1573,0
T007844,C0088,2026-01-07,09:03,Publix,348.53,Charlotte NC,Credit Card,1741,0
T007845,C0060,2026-03-19,21:10,Publix,355.38,Marietta GA,Debit Card,315,0
T007846,C0044,2026-01-23,16:39,PetSmart,28.42,Charlotte NC,Debit Card,538,0
T007847,C0092,2026-01-24,21:10,Target,443.64,Charlotte NC,Credit Card,793,0
T007848,C0035,2026-03-22,06:15,Shell,464.99,Charlotte NC,Debit Card,1424,0
T007849,C0002,2026-02-12,14:50,PetSmart,275.2,Miami FL,Debit Card,906,0
T007850,C0061,2026-02-26,21:33,PetSmart,311.27,Marietta GA,Credit Card,421,0
T007851,C0073,2026-02-22,12:34,Walmart,447.5,Savannah GA,Debit Card,39,0
T007852,C0052,2026-03-21,15:00,Best Buy,378.61,Marietta GA,Debit Card,1276,0
T007853,C0089,2026-01-18,11:39,CVS,108.27,Atlanta GA,Debit Card,1512,0
T007854,C0015,2026-01-28,18:04,PetSmart,268.74,Savannah GA,Debit Card,615,0
T007855,C0082,2026-01-24,08:58,Publix,17.56,Jonesboro GA,Debit Card,1963,0
T007856,C0079,2026-02-11,22:17,Publix,14.57,Savannah GA,Debit Card,1177,0
T007857,C0039,2026-01-17,23:14,Target,287.46,Charlotte NC,Debit Card,1744,0
T007858,C0042,2026-03-17,13:22,Best Buy,71.74,Atlanta GA,Credit Card,1878,0
T007859,C0009,2026-03-07,18:12,Target,387.77,Charlotte NC,Debit Card,880,0
T007860,C0080,2026-02-02,18:02,Amazon,178.31,Miami FL,Credit Card,1001,0
T007861,C0001,2026-01-14,21:23,Shell,336.93,Marietta GA,Debit Card,1271,0
T007862,C0025,2026-01-09,07:34,Target,213.93,Savannah GA,Credit Card,1409,0
T007863,C0034,2026-01-10,14:28,Publix,462.52,Savannah GA,Credit Card,1427,0
T007864,C0076,2026-01-07,22:34,Best Buy,213.81,Atlanta GA,Credit Card,1487,0
T007865,C0078,2026-03-06,16:12,CVS,498.51,Savannah GA,Debit Card,1848,0
T007866,C0061,2026-03-07,08:27,CVS,497.17,Miami FL,Debit Card,1486,0
T007867,C0054,2026-02-12,08:06,Home Depot,313.83,Charlotte NC,Credit Card,1206,0
T007868,C0071,2026-02-08,21:12,Home Depot,146.49,Miami FL,Debit Card,1650,0
T007869,C0024,2026-02-11,15:20,Target,497.09,Savannah GA,Debit Card,974,0
T007870,C0037,2026-01-06,22:49,PetSmart,16.56,Charlotte NC,Debit Card,1336,0
T007871,C0044,2026-02-17,19:18,Publix,159.47,Miami FL,Credit Card,1571,0
T007872,C0093,2026-02-09,08:04,Amazon,354.48,Marietta GA,Debit Card,1516,0
T007873,C0042,2026-01-07,08:59,Best Buy,239.03,Jonesboro GA,Credit Card,1345,0
T007874,C0045,2026-03-21,23:05,Best Buy,203.47,Marietta GA,Debit Card,1135,0
T007875,C0008,2026-03-17,10:01,Publix,493.61,Marietta GA,Debit Card,122,0
T007876,C0072,2026-01-14,19:46,Publix,122.89,Jonesboro GA,Debit Card,1589,0
T007877,C0099,2026-03-29,18:40,Shell,24.34,Charlotte NC,Debit Card,662,0
T007878,C0073,2026-02-12,23:13,Amazon,245.0,Marietta GA,Credit Card,1085,0
T007879,C0067,2026-01-12,14:37,Amazon,117.23,Charlotte NC,Credit Card,539,0
T007880,C0084,2026-03-15,11:32,Starbucks,258.05,Jonesboro GA,Debit Card,1670,0
T007881,C0081,2026-02-20,19:27,Starbucks,470.71,Charlotte NC,Credit Card,689,0
T007882,C0027,2026-01-12,07:36,Shell,458.48,Savannah GA,Debit Card,73,0
T007883,C0003,2026-01-03,12:57,Starbucks,5.06,Miami FL,Credit Card,373,0
T007884,C0096,2026-03-01,23:00,Best Buy,425.29,Savannah GA,Debit Card,1070,0
T007885,C0092,2026-03-21,08:25,Home Depot,157.68,Savannah GA,Debit Card,324,0
T007886,C0064,2026-03-19,15:59,PetSmart,6.74,Savannah GA,Debit Card,1595,0
T007887,C0021,2026-03-15,09:23,Publix,81.29,Atlanta GA,Credit Card,1989,0
T007888,C0026,2026-03-16,11:30,Publix,167.21,Marietta GA,Debit Card,179,0
T007889,C0076,2026-02-18,11:18,PetSmart,454.48,Savannah GA,Debit Card,309,0
T007890,C0078,2026-03-27,07:48,Amazon,59.15,Marietta GA,Credit Card,1568,0
T007891,C0061,2026-02-07,15:25,Walmart,233.18,Atlanta GA,Debit Card,70,0
T007892,C0070,2026-01-15,21:47,Amazon,136.34,Jonesboro GA,Debit Card,692,0
T007893,C0002,2026-01-17,12:14,PetSmart,52.11,Miami FL,Credit Card,266,0
T007894,C0041,2026-01-14,21:18,Amazon,191.77,Jonesboro GA,Debit Card,176,0
T007895,C0082,2026-01-14,15:06,Walmart,229.0,Charlotte NC,Credit Card,807,0
T007896,C0036,2026-03-09,23:11,Home Depot,348.89,Charlotte NC,Debit Card,1911,0
T007897,C0025,2026-01-25,10:28,CVS,338.61,Charlotte NC,Debit Card,1113,0
T007898,C0051,2026-02-22,12:56,Walmart,349.41,Marietta GA,Debit Card,766,0
T007899,C0047,2026-01-09,08:16,Publix,38.67,Charlotte NC,Credit Card,1923,0
T007900,C0087,2026-01-25,16:36,CVS,68.95,Charlotte NC,Debit Card,778,0
T007901,C0031,2026-03-14,21:03,Walmart,185.57,Atlanta GA,Debit Card,719,0
T007902,C0080,2026-03-17,09:16,Shell,340.6,Jonesboro GA,Debit Card,671,0
T007903,C0019,2026-01-27,22:34,Target,23.6,Atlanta GA,Credit Card,1394,0
T007904,C0061,2026-03-23,19:01,Walmart,41.05,Charlotte NC,Debit Card,1766,0
T007905,C0037,2026-01-13,06:02,Starbucks,478.32,Atlanta GA,Credit Card,616,0
T007906,C0053,2026-01-11,07:57,Home Depot,180.07,Savannah GA,Debit Card,153,0
T007907,C0068,2026-01-23,17:43,Shell,160.29,Miami FL,Debit Card,1958,0
T007908,C0043,2026-01-24,11:39,Best Buy,407.31,Charlotte NC,Debit Card,142,0
T007909,C0096,2026-02-28,08:01,Publix,404.17,Jonesboro GA,Debit Card,741,0
T007910,C0049,2026-03-31,19:48,PetSmart,311.93,Marietta GA,Credit Card,1204,0
T007911,C0005,2026-03-08,21:09,PetSmart,129.34,Atlanta GA,Debit Card,1494,0
T007912,C0031,2026-03-22,16:05,Publix,473.76,Miami FL,Credit Card,976,0
T007913,C0047,2026-01-03,07:19,Starbucks,235.0,Atlanta GA,Debit Card,1097,0
T007914,C0026,2026-03-01,13:56,Walmart,198.41,Charlotte NC,Debit Card,378,0
T007915,C0047,2026-02-09,12:35,Publix,232.72,Marietta GA,Credit Card,509,0
T007916,C0020,2026-02-24,12:19,Best Buy,171.96,Marietta GA,Credit Card,1114,0
T007917,C0027,2026-01-30,06:04,PetSmart,448.21,Marietta GA,Credit Card,562,0
T007918,C0053,2026-01-04,13:33,Shell,184.92,Savannah GA,Debit Card,145,0
T007919,C0078,2026-01-11,23:20,Publix,450.09,Charlotte NC,Debit Card,1453,0
T007920,C0022,2026-01-06,09:44,Walmart,57.04,Marietta GA,Debit Card,1937,0
T007921,C0003,2026-02-16,07:37,Shell,112.82,Jonesboro GA,Credit Card,1134,0
T007922,C0007,2026-01-06,19:44,CVS,410.87,Miami FL,Credit Card,70,0
T007923,C0008,2026-03-27,22:25,Home Depot,254.39,Savannah GA,Debit Card,795,0
T007924,C0042,2026-02-14,11:54,Home Depot,81.97,Charlotte NC,Debit Card,981,0
T007925,C0057,2026-02-16,19:53,Best Buy,236.44,Miami FL,Debit Card,1603,0
T007926,C0038,2026-02-13,06:05,Shell,249.66,Marietta GA,Credit Card,1264,0
T007927,C0027,2026-02-26,15:39,Starbucks,355.45,Jonesboro GA,Credit Card,602,0
T007928,C0018,2026-01-08,17:11,Starbucks,215.06,Marietta GA,Credit Card,420,0
T007929,C0066,2026-02-06,11:47,Target,42.48,Jonesboro GA,Debit Card,74,0
T007930,C0094,2026-03-05,20:39,Amazon,230.99,Charlotte NC,Debit Card,481,0
T007931,C0016,2026-02-01,22:24,Starbucks,148.5,Jonesboro GA,Credit Card,1486,0
T007932,C0028,2026-03-04,16:40,Best Buy,497.36,Marietta GA,Credit Card,749,0
T007933,C0027,2026-02-08,21:29,Amazon,104.05,Charlotte NC,Debit Card,1361,0
T007934,C0056,2026-03-10,17:32,Amazon,163.54,Atlanta GA,Debit Card,322,0
T007935,C0059,2026-03-22,18:54,Best Buy,462.27,Jonesboro GA,Debit Card,1890,0
T007936,C0080,2026-03-12,21:14,CVS,339.55,Atlanta GA,Debit Card,1331,0
T007937,C0004,2026-02-11,22:59,Amazon,377.83,Charlotte NC,Debit Card,240,0
T007938,C0035,2026-03-09,12:26,Shell,472.49,Charlotte NC,Credit Card,1119,0
T007939,C0060,2026-01-04,16:25,Best Buy,232.69,Atlanta GA,Credit Card,190,0
T007940,C0013,2026-01-06,21:59,Publix,402.6,Jonesboro GA,Debit Card,642,0
T007941,C0077,2026-03-19,18:56,Home Depot,398.64,Atlanta GA,Debit Card,243,0
T007942,C0012,2026-01-10,22:28,Publix,36.75,Miami FL,Credit Card,1737,0
T007943,C0017,2026-01-24,19:32,CVS,412.71,Savannah GA,Credit Card,467,0
T007944,C0083,2026-02-03,11:03,Target,88.5,Jonesboro GA,Debit Card,829,0
T007945,C0007,2026-02-21,21:26,Publix,390.13,Charlotte NC,Credit Card,1279,0
T007946,C0002,2026-01-20,18:56,Publix,170.18,Jonesboro GA,Credit Card,1159,0
T007947,C0017,2026-01-11,06:44,Target,356.61,Miami FL,Debit Card,298,0
T007948,C0086,2026-01-05,21:50,Amazon,354.61,Marietta GA,Debit Card,534,0
T007949,C0017,2026-01-18,09:11,Publix,313.61,Savannah GA,Debit Card,521,0
T007950,C0005,2026-02-02,12:56,Amazon,165.69,Jonesboro GA,Credit Card,197,0
T007951,C0057,2026-02-05,18:13,Starbucks,324.79,Atlanta GA,Credit Card,1608,0
T007952,C0009,2026-02-28,06:41,Target,382.15,Miami FL,Debit Card,166,0
T007953,C0073,2026-03-29,16:19,Home Depot,178.16,Savannah GA,Credit Card,1918,0
T007954,C0038,2026-01-14,13:06,Publix,59.08,Miami FL,Credit Card,334,0
T007955,C0046,2026-03-15,21:12,Shell,479.69,Savannah GA,Credit Card,554,0
T007956,C0014,2026-02-05,06:28,Amazon,466.54,Jonesboro GA,Credit Card,1869,0
T007957,C0053,2026-03-29,18:44,Shell,326.63,Savannah GA,Credit Card,296,0
T007958,C0081,2026-03-30,09:12,CVS,207.47,Jonesboro GA,Credit Card,210,0
T007959,C0038,2026-01-02,20:53,Publix,278.64,Marietta GA,Debit Card,303,0
T007960,C0100,2026-02-14,22:17,Walmart,366.06,Savannah GA,Debit Card,704,0
T007961,C0069,2026-02-26,21:24,Shell,70.42,Atlanta GA,Credit Card,1434,0
T007962,C0001,2026-02-25,21:08,Starbucks,214.66,Atlanta GA,Credit Card,717,0
T007963,C0023,2026-02-06,14:57,PetSmart,376.82,Miami FL,Credit Card,585,0
T007964,C0045,2026-03-04,15:41,Target,205.76,Charlotte NC,Credit Card,324,0
T007965,C0009,2026-01-27,14:18,Walmart,12.36,Miami FL,Credit Card,439,0
T007966,C0093,2026-03-08,14:10,PetSmart,343.03,Atlanta GA,Credit Card,709,0
T007967,C0057,2026-02-28,13:21,Publix,406.57,Jonesboro GA,Credit Card,461,0
T007968,C0089,2026-02-09,22:26,Shell,67.15,Miami FL,Debit Card,1095,0
T007969,C0080,2026-02-12,13:21,Home Depot,87.1,Charlotte NC,Credit Card,83,0
T007970,C0024,2026-02-20,06:12,Starbucks,134.47,Savannah GA,Debit Card,501,0
T007971,C0067,2026-03-03,06:21,Shell,113.76,Savannah GA,Credit Card,1111,0
T007972,C0064,2026-01-24,08:54,PetSmart,74.49,Charlotte NC,Debit Card,1428,0
T007973,C0081,2026-02-09,06:40,Starbucks,21.61,Charlotte NC,Credit Card,337,0
T007974,C0028,2026-03-28,23:30,Shell,97.93,Marietta GA,Credit Card,1341,0
T007975,C0027,2026-01-27,17:53,Home Depot,460.07,Jonesboro GA,Debit Card,97,0
T007976,C0007,2026-02-22,13:34,Starbucks,333.34,Atlanta GA,Debit Card,436,0
T007977,C0052,2026-01-25,19:55,Best Buy,321.76,Savannah GA,Debit Card,723,0
T007978,C0065,2026-03-19,21:34,Best Buy,310.08,Charlotte NC,Debit Card,1452,0
T007979,C0042,2026-02-10,16:15,Target,150.41,Marietta GA,Debit Card,1455,0
T007980,C0021,2026-03-04,16:37,CVS,251.18,Savannah GA,Debit Card,668,0
T007981,C0020,2026-03-11,22:42,Home Depot,254.22,Marietta GA,Credit Card,836,0
T007982,C0014,2026-02-08,11:50,Best Buy,118.64,Savannah GA,Debit Card,1078,0
T007983,C0005,2026-01-15,18:32,CVS,172.89,Atlanta GA,Credit Card,382,0
T007984,C0038,2026-02-15,14:42,CVS,7.82,Savannah GA,Debit Card,1205,0
T007985,C0015,2026-02-24,17:41,Target,442.5,Charlotte NC,Debit Card,583,0
T007986,C0064,2026-02-24,21:43,Best Buy,488.73,Jonesboro GA,Credit Card,1341,0
T007987,C0084,2026-01-29,17:06,Shell,231.72,Miami FL,Credit Card,440,0
T007988,C0066,2026-03-14,12:14,Amazon,209.55,Jonesboro GA,Debit Card,648,0
T007989,C0086,2026-01-14,16:44,CVS,423.67,Jonesboro GA,Debit Card,1119,0
T007990,C0020,2026-03-18,15:31,Starbucks,423.71,Charlotte NC,Credit Card,851,0
T007991,C0005,2026-02-16,19:05,Publix,226.5,Miami FL,Debit Card,373,0
T007992,C0035,2026-02-08,14:06,CVS,118.92,Miami FL,Credit Card,669,0
T007993,C0049,2026-01-27,22:37,PetSmart,292.82,Miami FL,Debit Card,336,0
T007994,C0048,2026-03-24,13:59,Starbucks,404.68,Miami FL,Credit Card,999,0
T007995,C0028,2026-03-08,13:05,Publix,308.5,Charlotte NC,Credit Card,1587,0
T007996,C0094,2026-03-07,19:28,Target,345.76,Charlotte NC,Debit Card,1442,0
T007997,C0034,2026-02-27,12:08,Shell,417.71,Savannah GA,Debit Card,36,0
T007998,C0059,2026-02-21,14:16,Target,487.95,Miami FL,Credit Card,1744,0
T007999,C0015,2026-03-05,08:32,Home Depot,377.69,Marietta GA,Debit Card,1494,0
T008000,C0098,2026-02-13,13:46,PetSmart,358.19,Charlotte NC,Credit Card,1200,0
T008001,C0072,2026-02-04,08:36,PetSmart,178.62,Jonesboro GA,Credit Card,162,0
T008002,C0075,2026-03-31,23:40,CVS,360.31,Miami FL,Debit Card,682,0
T008003,C0085,2026-02-19,08:19,Target,147.89,Atlanta GA,Debit Card,298,0
T008004,C0019,2026-01-11,11:53,PetSmart,151.84,Jonesboro GA,Credit Card,370,0
T008005,C0068,2026-01-04,23:07,Publix,326.63,Miami FL,Credit Card,131,0
T008006,C0096,2026-01-29,08:35,Amazon,343.33,Jonesboro GA,Debit Card,1190,0
T008007,C0015,2026-03-16,11:16,Walmart,324.76,Atlanta GA,Debit Card,853,0
T008008,C0005,2026-03-25,20:57,Target,133.48,Marietta GA,Debit Card,395,0
T008009,C0052,2026-01-10,06:35,Amazon,31.03,Atlanta GA,Debit Card,920,0
T008010,C0056,2026-01-17,17:52,PetSmart,464.57,Atlanta GA,Debit Card,1437,0
T008011,C0058,2026-03-27,07:53,CVS,164.49,Atlanta GA,Credit Card,1739,0
T008012,C0050,2026-02-16,22:17,Shell,115.0,Marietta GA,Credit Card,1685,0
T008013,C0069,2026-03-26,08:34,Home Depot,474.26,Savannah GA,Debit Card,1500,0
T008014,C0054,2026-01-23,08:09,Shell,42.55,Miami FL,Debit Card,517,0
T008015,C0037,2026-03-24,12:48,CVS,178.33,Savannah GA,Credit Card,1053,0
T008016,C0006,2026-02-12,10:25,Best Buy,75.88,Marietta GA,Debit Card,583,0
T008017,C0092,2026-03-08,23:30,Amazon,59.89,Savannah GA,Credit Card,148,0
T008018,C0091,2026-02-25,11:53,Publix,448.21,Savannah GA,Credit Card,1300,0
T008019,C0065,2026-03-06,21:02,Shell,458.55,Savannah GA,Debit Card,1542,0
T008020,C0007,2026-02-04,18:36,CVS,208.87,Savannah GA,Debit Card,1279,0
T008021,C0036,2026-01-06,09:27,Home Depot,205.44,Marietta GA,Debit Card,1680,0
T008022,C0055,2026-02-26,22:38,Home Depot,229.99,Jonesboro GA,Debit Card,711,0
T008023,C0030,2026-01-28,12:02,Starbucks,384.28,Jonesboro GA,Debit Card,494,0
T008024,C0083,2026-01-03,13:50,Best Buy,67.31,Atlanta GA,Credit Card,1139,0
T008025,C0089,2026-03-24,15:08,Best Buy,362.09,Atlanta GA,Debit Card,1806,0
T008026,C0095,2026-03-09,06:43,Amazon,227.46,Savannah GA,Credit Card,477,0
T008027,C0058,2026-02-11,23:56,Target,277.17,Savannah GA,Credit Card,1145,0
T008028,C0003,2026-03-30,10:02,PetSmart,392.55,Jonesboro GA,Debit Card,544,0
T008029,C0053,2026-02-25,18:14,Publix,192.03,Jonesboro GA,Debit Card,1443,0
T008030,C0050,2026-03-12,09:13,Amazon,487.8,Savannah GA,Credit Card,1906,0
T008031,C0080,2026-01-27,07:57,Starbucks,442.85,Charlotte NC,Credit Card,611,0
T008032,C0097,2026-03-18,23:52,Starbucks,119.3,Atlanta GA,Credit Card,410,0
T008033,C0004,2026-01-28,21:46,Shell,283.59,Charlotte NC,Debit Card,124,0
T008034,C0097,2026-02-27,12:47,Target,104.44,Marietta GA,Credit Card,1042,0
T008035,C0081,2026-01-11,11:38,PetSmart,300.54,Charlotte NC,Debit Card,295,0
T008036,C0076,2026-01-09,13:13,CVS,444.56,Marietta GA,Credit Card,939,0
T008037,C0002,2026-01-01,23:56,Shell,441.76,Jonesboro GA,Debit Card,689,0
T008038,C0007,2026-01-11,08:14,PetSmart,302.95,Charlotte NC,Debit Card,1266,0
T008039,C0020,2026-02-22,19:47,Home Depot,437.17,Marietta GA,Credit Card,669,0
T008040,C0080,2026-03-13,13:05,Amazon,387.71,Miami FL,Credit Card,518,0
T008041,C0071,2026-01-28,13:35,Walmart,358.56,Charlotte NC,Credit Card,434,0
T008042,C0031,2026-01-26,18:04,Best Buy,374.86,Charlotte NC,Debit Card,642,0
T008043,C0093,2026-01-10,15:56,Walmart,338.25,Jonesboro GA,Debit Card,777,0
T008044,C0054,2026-03-06,09:41,Target,270.29,Charlotte NC,Debit Card,183,0
T008045,C0002,2026-01-20,11:10,Best Buy,332.42,Charlotte NC,Debit Card,1936,0
T008046,C0031,2026-03-16,16:45,Target,372.92,Charlotte NC,Debit Card,1415,0
T008047,C0067,2026-01-05,23:38,CVS,25.74,Marietta GA,Credit Card,1654,0
T008048,C0067,2026-01-19,10:41,Target,83.36,Atlanta GA,Debit Card,1862,0
T008049,C0087,2026-01-05,08:39,PetSmart,261.82,Jonesboro GA,Debit Card,1853,0
T008050,C0098,2026-03-10,12:19,Shell,7.91,Jonesboro GA,Credit Card,1589,0
T008051,C0035,2026-02-07,10:17,Shell,127.84,Marietta GA,Debit Card,1254,0
T008052,C0098,2026-03-12,14:30,Shell,253.08,Atlanta GA,Debit Card,1563,0
T008053,C0064,2026-03-06,12:05,Walmart,293.96,Marietta GA,Credit Card,143,0
T008054,C0078,2026-03-18,08:00,Target,456.82,Jonesboro GA,Debit Card,628,0
T008055,C0083,2026-01-23,13:19,Amazon,385.79,Charlotte NC,Debit Card,1873,0
T008056,C0012,2026-02-08,10:22,Walmart,491.63,Charlotte NC,Credit Card,124,0
T008057,C0042,2026-01-08,18:48,CVS,105.66,Charlotte NC,Debit Card,352,0
T008058,C0055,2026-03-12,20:50,Home Depot,448.35,Jonesboro GA,Debit Card,1635,0
T008059,C0060,2026-03-02,19:40,Best Buy,48.27,Charlotte NC,Debit Card,1122,0
T008060,C0057,2026-01-03,15:10,Starbucks,67.04,Miami FL,Debit Card,1603,0
T008061,C0076,2026-01-12,15:04,PetSmart,33.73,Jonesboro GA,Credit Card,126,0
T008062,C0093,2026-03-17,11:13,Walmart,175.32,Miami FL,Credit Card,126,0
T008063,C0050,2026-03-13,11:54,Publix,241.98,Atlanta GA,Credit Card,1748,0
T008064,C0042,2026-03-06,22:01,Target,446.66,Jonesboro GA,Credit Card,116,0
T008065,C0040,2026-02-05,19:36,CVS,412.98,Savannah GA,Credit Card,79,0
T008066,C0048,2026-03-17,16:42,Walmart,323.39,Miami FL,Debit Card,208,0
T008067,C0061,2026-02-06,21:13,Walmart,404.61,Jonesboro GA,Credit Card,1749,0
T008068,C0003,2026-01-17,18:14,Home Depot,169.07,Savannah GA,Debit Card,359,0
T008069,C0022,2026-01-30,12:20,Home Depot,62.25,Jonesboro GA,Debit Card,1160,0
T008070,C0084,2026-03-03,21:00,Walmart,34.51,Marietta GA,Credit Card,87,0
T008071,C0019,2026-01-26,16:51,Amazon,273.64,Marietta GA,Debit Card,1788,0
T008072,C0004,2026-01-11,17:30,Best Buy,158.55,Marietta GA,Debit Card,1867,0
T008073,C0007,2026-02-20,07:16,Home Depot,87.84,Miami FL,Credit Card,226,0
T008074,C0049,2026-02-05,13:51,Target,174.14,Jonesboro GA,Credit Card,1490,0
T008075,C0039,2026-02-14,16:28,CVS,421.11,Atlanta GA,Credit Card,1523,0
T008076,C0037,2026-01-26,13:03,Best Buy,363.08,Charlotte NC,Debit Card,587,0
T008077,C0003,2026-01-11,22:07,Amazon,276.02,Atlanta GA,Debit Card,767,0
T008078,C0085,2026-02-25,10:38,Home Depot,174.88,Jonesboro GA,Credit Card,341,0
T008079,C0047,2026-03-18,14:39,Home Depot,368.19,Charlotte NC,Credit Card,159,0
T008080,C0073,2026-01-31,12:04,Shell,467.72,Marietta GA,Debit Card,390,0
T008081,C0079,2026-02-15,16:25,Amazon,371.85,Charlotte NC,Debit Card,1618,0
T008082,C0071,2026-01-18,06:40,Publix,428.49,Charlotte NC,Credit Card,1118,0
T008083,C0003,2026-03-28,10:28,Publix,378.95,Marietta GA,Debit Card,1246,0
T008084,C0048,2026-02-05,18:20,Target,478.02,Marietta GA,Credit Card,185,0
T008085,C0070,2026-03-18,09:16,Amazon,439.83,Charlotte NC,Debit Card,920,0
T008086,C0015,2026-01-06,20:37,Starbucks,366.43,Atlanta GA,Credit Card,1882,0
T008087,C0065,2026-02-26,08:51,Amazon,7.74,Jonesboro GA,Credit Card,1437,0
T008088,C0084,2026-01-04,23:46,Best Buy,54.5,Charlotte NC,Credit Card,1677,0
T008089,C0094,2026-02-09,19:12,Amazon,403.55,Atlanta GA,Debit Card,388,0
T008090,C0013,2026-01-31,20:55,Publix,327.01,Jonesboro GA,Credit Card,1927,0
T008091,C0042,2026-01-17,23:24,Amazon,491.12,Atlanta GA,Debit Card,234,0
T008092,C0024,2026-03-24,07:02,Starbucks,449.33,Jonesboro GA,Credit Card,305,0
T008093,C0041,2026-02-12,23:05,CVS,420.38,Marietta GA,Debit Card,1121,0
T008094,C0030,2026-03-13,21:47,Publix,96.6,Atlanta GA,Credit Card,577,0
T008095,C0002,2026-03-24,21:45,Home Depot,189.13,Miami FL,Debit Card,1088,0
T008096,C0093,2026-03-22,23:59,Shell,176.47,Marietta GA,Credit Card,1409,0
T008097,C0005,2026-03-23,15:37,Starbucks,94.72,Savannah GA,Debit Card,315,0
T008098,C0069,2026-01-30,14:56,Home Depot,196.89,Jonesboro GA,Credit Card,614,0
